"Notes"	"Residence Census Region"	"Residence Census Region Code"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"Census Region 3: South"	"CENS-R3"	"2022 Week 07 ending February 19, 2022"	"2022/07"	29683	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 08 ending February 26, 2022"	"2022/08"	27177	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 09 ending March 05, 2022"	"2022/09"	26481	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 10 ending March 12, 2022"	"2022/10"	25064	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 11 ending March 19, 2022"	"2022/11"	24536	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 12 ending March 26, 2022"	"2022/12"	23725	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 13 ending April 02, 2022"	"2022/13"	23643	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 14 ending April 09, 2022"	"2022/14"	23293	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 15 ending April 16, 2022"	"2022/15"	23218	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 16 ending April 23, 2022"	"2022/16"	22772	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 17 ending April 30, 2022"	"2022/17"	22890	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 18 ending May 07, 2022"	"2022/18"	22787	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 19 ending May 14, 2022"	"2022/19"	22905	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 20 ending May 21, 2022"	"2022/20"	23204	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 21 ending May 28, 2022"	"2022/21"	22643	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 22 ending June 04, 2022"	"2022/22"	23069	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 23 ending June 11, 2022"	"2022/23"	23657	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 24 ending June 18, 2022"	"2022/24"	23504	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 25 ending June 25, 2022"	"2022/25"	23632	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 26 ending July 02, 2022"	"2022/26"	23237	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 27 ending July 09, 2022"	"2022/27"	23592	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 28 ending July 16, 2022"	"2022/28"	23762	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 29 ending July 23, 2022"	"2022/29"	24484	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 30 ending July 30, 2022"	"2022/30"	24004	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 31 ending August 06, 2022"	"2022/31"	24095	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 32 ending August 13, 2022"	"2022/32"	23982	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 33 ending August 20, 2022"	"2022/33"	23707	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 34 ending August 27, 2022"	"2022/34"	23826	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 35 ending September 03, 2022"	"2022/35"	23630	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 36 ending September 10, 2022"	"2022/36"	23739	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 37 ending September 17, 2022"	"2022/37"	23774	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 38 ending September 24, 2022"	"2022/38"	23879	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 39 ending October 01, 2022"	"2022/39"	23511	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 40 ending October 08, 2022"	"2022/40"	24173	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 41 ending October 15, 2022"	"2022/41"	24055	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 42 ending October 22, 2022"	"2022/42"	24211	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 43 ending October 29, 2022"	"2022/43"	24140	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 44 ending November 05, 2022"	"2022/44"	24282	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 45 ending November 12, 2022"	"2022/45"	24391	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 46 ending November 19, 2022"	"2022/46"	24327	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 47 ending November 26, 2022"	"2022/47"	25678	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 48 ending December 03, 2022"	"2022/48"	25799	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 49 ending December 10, 2022"	"2022/49"	26230	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 50 ending December 17, 2022"	"2022/50"	25347	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 51 ending December 24, 2022"	"2022/51"	26354	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2022 Week 52 ending December 31, 2022"	"2022/52"	28029	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 01 ending January 07, 2023 (provisional)"	"2023/01"	27436	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 02 ending January 14, 2023 (provisional)"	"2023/02"	26770	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 03 ending January 21, 2023 (provisional)"	"2023/03"	26245	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 04 ending January 28, 2023 (provisional)"	"2023/04"	25236	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 05 ending February 04, 2023 (provisional)"	"2023/05"	25346	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 06 ending February 11, 2023 (provisional)"	"2023/06"	25453	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 07 ending February 18, 2023 (provisional)"	"2023/07"	24922	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 08 ending February 25, 2023 (provisional)"	"2023/08"	25122	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 09 ending March 04, 2023 (provisional)"	"2023/09"	24158	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 10 ending March 11, 2023 (provisional)"	"2023/10"	24118	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 11 ending March 18, 2023 (provisional)"	"2023/11"	24172	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 12 ending March 25, 2023 (provisional)"	"2023/12"	24797	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 13 ending April 01, 2023 (provisional)"	"2023/13"	24200	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 14 ending April 08, 2023 (provisional)"	"2023/14"	23328	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 15 ending April 15, 2023 (provisional)"	"2023/15"	23500	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 16 ending April 22, 2023 (provisional)"	"2023/16"	23378	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 17 ending April 29, 2023 (provisional)"	"2023/17"	22992	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 18 ending May 06, 2023 (provisional)"	"2023/18"	23525	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 19 ending May 13, 2023 (provisional)"	"2023/19"	23385	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 20 ending May 20, 2023 (provisional)"	"2023/20"	22874	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 21 ending May 27, 2023 (provisional)"	"2023/21"	22317	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 22 ending June 03, 2023 (provisional)"	"2023/22"	22987	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 23 ending June 10, 2023 (provisional)"	"2023/23"	22773	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 24 ending June 17, 2023 (provisional)"	"2023/24"	22846	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 25 ending June 24, 2023 (provisional)"	"2023/25"	22852	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 26 ending July 01, 2023 (provisional)"	"2023/26"	22841	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 27 ending July 08, 2023 (provisional)"	"2023/27"	22960	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 28 ending July 15, 2023 (provisional)"	"2023/28"	22688	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 29 ending July 22, 2023 (provisional)"	"2023/29"	22697	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 30 ending July 29, 2023 (provisional)"	"2023/30"	22785	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 31 ending August 05, 2023 (provisional)"	"2023/31"	22978	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 32 ending August 12, 2023 (provisional)"	"2023/32"	23515	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 33 ending August 19, 2023 (provisional)"	"2023/33"	23148	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 34 ending August 26, 2023 (provisional)"	"2023/34"	23433	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 35 ending September 02, 2023 (provisional)"	"2023/35"	22900	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 36 ending September 09, 2023 (provisional)"	"2023/36"	23493	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 37 ending September 16, 2023 (provisional)"	"2023/37"	23209	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 38 ending September 23, 2023 (provisional)"	"2023/38"	23236	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 39 ending September 30, 2023 (provisional)"	"2023/39"	23211	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 40 ending October 07, 2023 (provisional)"	"2023/40"	23122	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 41 ending October 14, 2023 (provisional)"	"2023/41"	23336	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 42 ending October 21, 2023 (provisional)"	"2023/42"	23330	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 43 ending October 28, 2023 (provisional)"	"2023/43"	23485	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 44 ending November 04, 2023 (provisional)"	"2023/44"	23584	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 45 ending November 11, 2023 (provisional)"	"2023/45"	24286	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 46 ending November 18, 2023 (provisional)"	"2023/46"	23907	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 47 ending November 25, 2023 (provisional)"	"2023/47"	23564	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 48 ending December 02, 2023 (provisional)"	"2023/48"	24674	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 49 ending December 09, 2023 (provisional)"	"2023/49"	25547	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 50 ending December 16, 2023 (provisional)"	"2023/50"	25445	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 51 ending December 23, 2023 (provisional)"	"2023/51"	26075	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2023 Week 52 ending December 30, 2023 (provisional)"	"2023/52"	26486	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 01 ending January 06, 2024 (provisional)"	"2024/01"	27357	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 02 ending January 13, 2024 (provisional)"	"2024/02"	27862	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 03 ending January 20, 2024 (provisional)"	"2024/03"	27024	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 04 ending January 27, 2024 (provisional)"	"2024/04"	26977	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 05 ending February 03, 2024 (provisional)"	"2024/05"	25502	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 06 ending February 10, 2024 (provisional)"	"2024/06"	25402	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 07 ending February 17, 2024 (provisional)"	"2024/07"	24806	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 08 ending February 24, 2024 (provisional)"	"2024/08"	25040	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 09 ending March 02, 2024 (provisional)"	"2024/09"	24558	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 10 ending March 09, 2024 (provisional)"	"2024/10"	24460	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 11 ending March 16, 2024 (provisional)"	"2024/11"	24089	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 12 ending March 23, 2024 (provisional)"	"2024/12"	23460	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 13 ending March 30, 2024 (provisional)"	"2024/13"	23675	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 14 ending April 06, 2024 (provisional)"	"2024/14"	23733	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 15 ending April 13, 2024 (provisional)"	"2024/15"	23652	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 16 ending April 20, 2024 (provisional)"	"2024/16"	23432	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 17 ending April 27, 2024 (provisional)"	"2024/17"	23035	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 18 ending May 04, 2024 (provisional)"	"2024/18"	23067	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 19 ending May 11, 2024 (provisional)"	"2024/19"	22783	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 20 ending May 18, 2024 (provisional)"	"2024/20"	22581	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 21 ending May 25, 2024 (provisional)"	"2024/21"	22801	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 22 ending June 01, 2024 (provisional)"	"2024/22"	22543	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 23 ending June 08, 2024 (provisional)"	"2024/23"	22959	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 24 ending June 15, 2024 (provisional)"	"2024/24"	22948	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 25 ending June 22, 2024 (provisional)"	"2024/25"	22650	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 26 ending June 29, 2024 (provisional)"	"2024/26"	22959	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 27 ending July 06, 2024 (provisional)"	"2024/27"	22626	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 28 ending July 13, 2024 (provisional)"	"2024/28"	22314	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 29 ending July 20, 2024 (provisional)"	"2024/29"	22021	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 30 ending July 27, 2024 (provisional)"	"2024/30"	22351	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 31 ending August 03, 2024 (provisional)"	"2024/31"	22823	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 32 ending August 10, 2024 (provisional)"	"2024/32"	23010	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 33 ending August 17, 2024 (provisional)"	"2024/33"	22966	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 34 ending August 24, 2024 (provisional)"	"2024/34"	22914	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 35 ending August 31, 2024 (provisional)"	"2024/35"	23072	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 36 ending September 07, 2024 (provisional)"	"2024/36"	22919	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 37 ending September 14, 2024 (provisional)"	"2024/37"	22770	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 38 ending September 21, 2024 (provisional)"	"2024/38"	22524	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 39 ending September 28, 2024 (provisional)"	"2024/39"	22573	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 40 ending October 05, 2024 (provisional)"	"2024/40"	22136	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 41 ending October 12, 2024 (provisional)"	"2024/41"	21784	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 42 ending October 19, 2024 (provisional)"	"2024/42"	21434	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 43 ending October 26, 2024 (provisional)"	"2024/43"	19834	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 44 ending November 02, 2024 (provisional)"	"2024/44"	16843	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"2024 Week 45 ending November 09, 2024 (provisional)"	"2024/45"	12535	Not Applicable	Not Applicable
"Total"	"Census Region 3: South"	"CENS-R3"			8615780	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 01 ending January 06, 2018"	"2018/01"	11873	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 02 ending January 13, 2018"	"2018/02"	13664	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 03 ending January 20, 2018"	"2018/03"	12693	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 04 ending January 27, 2018"	"2018/04"	12181	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 05 ending February 03, 2018"	"2018/05"	12163	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"2018 Week 06 ending February 10, 2018"	"2018/06"	11650	Not Applicable	Not Applicable
